Site_Name,Site_ID,Latitude,Longitude,ReachHigh,ReachMed,MeasHigh,MeasMed,SmdateHigh,Comid,Site_Type,Target,Sample_Occn,Sample_month,Sample_yr,A1,A2,A3,B1,B2,B3,C1,C2,C3
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,23,November,2016,0,0,0,0,0,0,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,23,November,2016,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,23,November,2016,0,0,0,0,0,0,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,23,November,2016,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,23,November,2016,0,0,0,0,0,0,0,0,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,23,November,2016,0,0,0,0,0,0,0,0,0
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,23,November,2016,0,0,0,0,0,0,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,23,November,2016,0,0,0,0,0,0,0,0,0
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Whiskey Bend,Elwha_eDNA_12,47.97308645540,-123.59235423500,17110020003136,17110020003138,86.89,30.63,20140707,23997158,Mainstem,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Cat Creek,Elwha_eDNA_13,47.97264658030,-123.59285163100,17110020000054,17110020003139,1.39,32.53,20120225,23997148,Tributary,Pacific Lamprey,24,December,2016,0,0,0,0,0,0,0,0,0
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,NA,0,0,0
Whiskey Bend,Elwha_eDNA_12,47.97308645540,-123.59235423500,17110020003136,17110020003138,86.89,30.63,20140707,23997158,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,NA,0,0,NA
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,NA,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,25,January,2017,0,0,0,0,0,0,0,0,NA
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,26,April,2017,0,0,NA,0,0,0,0,0,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,26,April,2017,0,0,0,1,0,0,0,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,26,April,2017,0,0,0,0,1,0,0,0,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Whiskey Bend,Elwha_eDNA_12,47.97308645540,-123.59235423500,17110020003136,17110020003138,86.89,30.63,20140707,23997158,Mainstem,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,26,April,2017,0,0,0,0,0,0,0,0,0
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,1,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,27,May,2017,0,0,0,0,0,0,0,0,0
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,28,June,2017,0,0,0,0,0,0,0,0,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,28,June,2017,0,0,0,0,0,0,0,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,28,June,2017,0,0,0,0,0,0,0,0,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,28,June,2017,0,0,0,0,0,0,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,28,June,2017,0,0,0,0,0,0,1,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,28,June,2017,1,0,0,0,0,0,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,28,June,2017,0,1,0,0,0,0,0,1,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,28,June,2017,0,1,0,0,0,0,0,0,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,28,June,2017,0,0,0,0,0,0,0,0,0
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,28,June,2017,0,0,0,0,0,0,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,28,June,2017,0,0,0,0,0,0,0,0,1
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,29,July,2017,0,0,0,1,0,0,0,0,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,29,July,2017,1,0,0,0,0,0,0,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,29,July,2017,0,0,0,0,0,0,0,0,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,29,July,2017,0,0,0,0,0,0,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,29,July,2017,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,29,July,2017,0,1,0,0,0,1,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,29,July,2017,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,29,July,2017,0,0,0,0,1,0,0,0,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,29,July,2017,0,0,0,0,0,0,0,0,0
Whiskey Bend,Elwha_eDNA_12,47.97308645540,-123.59235423500,17110020003136,17110020003138,86.89,30.63,20140707,23997158,Mainstem,Pacific Lamprey,29,July,2017,0,0,0,0,0,0,0,0,0
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,29,July,2017,0,0,0,0,0,0,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,29,July,2017,0,0,0,0,0,0,0,0,0
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,30,August,2017,1,1,1,1,1,1,1,1,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,30,August,2017,1,1,1,1,1,0,1,1,1
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,30,August,2017,1,0,0,1,1,1,1,0,1
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,30,August,2017,1,1,1,0,0,0,0,1,1
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,30,August,2017,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,30,August,2017,0,1,0,1,1,0,1,1,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,30,August,2017,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,30,August,2017,0,0,0,0,0,0,0,0,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,30,August,2017,0,0,0,0,0,0,0,0,0
Whiskey Bend,Elwha_eDNA_12,47.97308645540,-123.59235423500,17110020003136,17110020003138,86.89,30.63,20140707,23997158,Mainstem,Pacific Lamprey,30,August,2017,0,0,0,0,0,0,0,0,0
Cat Creek,Elwha_eDNA_13,47.97264658030,-123.59285163100,17110020000054,17110020003139,1.39,32.53,20120225,23997148,Tributary,Pacific Lamprey,30,August,2017,0,0,0,0,0,0,0,0,0
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,30,August,2017,0,0,0,0,0,0,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,30,August,2017,0,0,0,0,0,0,0,0,0
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,31,September,2017,0,1,0,1,1,0,1,1,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,1,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Little River above barrier,Elwha_eDNA_6,48.03937400000,-123.50142800000,17110020000309,17110020000309,87.96,87.38,20120225,23997702,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,NA
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,31,September,2017,0,1,1,0,1,0,0,0,0
Hughes Creek,Elwha_eDNA_8,48.02499404940,-123.59514684700,17110020000263,17110020000263,2.50,0.90,20010416,23997600,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,1,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,31,September,2017,1,0,0,0,0,0,0,0,0
Whiskey Bend,Elwha_eDNA_12,47.97308645540,-123.59235423500,17110020003136,17110020003138,86.89,30.63,20140707,23997158,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Cat Creek,Elwha_eDNA_13,47.97264658030,-123.59285163100,17110020000054,17110020003139,1.39,32.53,20120225,23997148,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,NA,NA,NA
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Lillian River,Elwha_eDNA_16,47.93771400000,-123.52127500000,17110020000101,17110020000101,15.82,15.81,20120720,23997246,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Mary's Falls,Elwha_eDNA_17,47.90437700000,-123.49104000000,17110020000069,17110020000069,88.37,85.10,20010416,23997182,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Elkhorn,Elwha_eDNA_18,47.86116300000,-123.46835700000,17110020001300,17110020000074,31.32,2.17,20120225,23997192,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Lost River,Elwha_eDNA_19,47.86162143090,-123.46799942700,17110020001296,17110020000099,54.58,2.72,20120225,23997242,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Goldie River,Elwha_eDNA_20,47.83983042830,-123.47201900000,17110020000075,17110020000075,10.95,10.24,20120225,23997194,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Hayes River,Elwha_eDNA_22,47.80756759350,-123.45333385600,17110020000082,17110020000083,100.00,1.39,20120225,23997210,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Hayes Floodplain,Elwha_eDNA_23,47.80785542600,-123.45305261700,17110020000095,17110020000095,1.46,2.55,20010416,23997234,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Godkin Creek,Elwha_eDNA_24,47.75964954280,-123.46481484000,17110020000091,17110020000091,1.28,2.20,20120225,23997226,Tributary,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Wilder Floodplain,Elwha_eDNA_25,47.75916056110,-123.46516371800,17110020000086,17110020000086,3.68,3.42,20010416,23997216,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Chateau Camp,Elwha_eDNA_999,47.81456420610,-123.45498869000,17110020001315,17110020000081,52.31,54.07,20120225,23997206,Mainstem,Pacific Lamprey,31,September,2017,0,0,0,0,0,0,0,0,0
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,0,0,0,1,0,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,0,0,1,1,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,0,0,1,0,1,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,32,October,2017,0,0,0,1,1,0,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,32,October,2017,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,0,0,0,0,0,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,32,October,2017,0,0,0,0,0,0,0,0,0
Altair Bridge,Elwha_eDNA_10,48.01090470820,-123.59016514100,17110020000042,17110020000042,64.18,63.02,20010416,23997106,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,0,0,0,0,0,0
Glines,Elwha_eDNA_11,48.00133650620,-123.60031032900,17110020006400,17110020003157,19.59,32.70,20140521,23997112,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,0,0,0,0,0,0
Whiskey Bend,Elwha_eDNA_12,47.97308645540,-123.59235423500,17110020003136,17110020003138,86.89,30.63,20140707,23997158,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,1,0,0,0,0,0
Goblin Gates,Elwha_eDNA_14,47.95597013180,-123.57456543000,17110020000061,17110020000061,4.78,6.26,20150102,23997166,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,0,0,0,0,0,0
Dodger Point Bridge,Elwha_eDNA_15,47.94611461260,-123.54724628400,17110020000066,17110020000066,75.87,85.22,20150102,23997176,Mainstem,Pacific Lamprey,32,October,2017,0,0,0,0,0,0,0,0,0
Elwha Road,Elwha_eDNA_1,48.14421600000,-123.56214100000,17110020006166,17110020000547,54.70,80.00,20120225,23998236,Mainstem,Pacific Lamprey,33,December,2017,0,0,0,0,0,0,0,0,0
Bike Bridge,Elwha_eDNA_2,48.11377100000,-123.55374800000,17110020000020,17110020000020,9.29,10.35,20010416,23997046,Mainstem,Pacific Lamprey,33,December,2017,0,0,0,0,0,0,0,0,0
Aldwell Reservoir,Elwha_eDNA_3,48.06826522130,-123.57880666100,17110020003130,17110020000025,78.46,4.79,20150105,23997064,Mainstem,Pacific Lamprey,33,December,2017,0,0,0,0,0,0,0,0,0
Indian Creek,Elwha_eDNA_4,48.06631119210,-123.58548256100,17110020000266,17110020000266,23.85,21.67,20150709,23997610,Tributary,Pacific Lamprey,33,December,2017,1,1,0,1,1,1,0,0,0
Little River,Elwha_eDNA_5,48.06282622230,-123.57556708200,17110020000293,17110020000293,3.57,3.52,20120225,23997668,Tributary,Pacific Lamprey,33,December,2017,0,0,0,0,0,0,0,0,0
Boulder Garden,Elwha_eDNA_7,48.03175500000,-123.59250400000,17110020000038,17110020000038,28.49,39.76,20120225,23997094,Mainstem,Pacific Lamprey,33,December,2017,0,0,0,0,0,0,0,1,0
Griff Creek,Elwha_eDNA_9,48.01599291470,-123.59168291800,17110020000328,17110020000328,20.06,19.49,20120225,23997740,Tributary,Pacific Lamprey,33,December,2017,0,0,0,0,0,0,0,0,0
